空天姬预设,5.1285.1285.20250924
雷神光,平钓【花蝇】@1802-2300》！！！精准@拍水！【硬毛蟹】=【雷神光】；引诱；//预设分级：合格的
绿小丑,平钓【蜜虫】@1802-2100》！！！@拍水！！【樱鳟】=【绿小丑】；引诱；//预设分级：合格的
血浴,耐心【蜜虫】@（打雷）》！》！！！=【血浴】；//预设分级：合格的
暗兵鳢,耐心【蛾蛹】@2102-0300》！》！！！=【暗兵鳢】；//预设分级：合格的
莫尔巴,耐心【摇蚊】@1802-0200》！》！！！=【莫尔巴】；//预设分级：合格的
终结者,平钓【黄油虫】@2102-2300》！！！@拍水！！【三色鲤】=【终结者】；引诱；//预设分级：合格的
妖祸鱼,耐心【黄油虫】@（小雨）》！》！！！=【妖祸鱼】；//预设分级：合格的
魔幻蘑菇蟹,耐心【旋转亮片】@（阴云、薄雾）》~10+19！》！！！=【魔幻蘑菇蟹】；//预设分级：合格的
大蛇鳗,平钓【黄油虫】@1802-1900》！！！@拍水20~！！【黑鳗】=【大蛇鳗】；引诱；//预设分级：合格的
浮游石,平钓【鲈鱼丸子】@0002-0800（阴云、薄雾）》！！！@拍水！！【黑鳗】=【浮游石】；//预设分级：合格的
露齿鲤,平钓【花蝇】》！！！@拍水！！【仙女鲈、虹鳟鱼】=【露齿鲤】；引诱；//预设分级：合格的
沉川鲑,平钓【下沉诱饵鱼】@2132-0300（碧空、晴朗）》！！！@拍水！！【威罗迪纳鲤鱼、宇格拉姆鲑鱼】=【沉川鲑】；引诱；//预设分级：合格的
刺鱼教父,耐心【蜜虫】@（雷雨、打雷）》！【银鱼】》！！！=【刺鱼教父】；//预设分级：合格的
雷皇子,平钓【石蚕】@（雷雨）》！！！@拍水！！【雷神鱼】=【雷皇子】；引诱；//预设分级：合格的
大泷太郎,平钓【火萤】@（雷雨、打雷）》！！！@拍水~12+22！！【争斗琵琶鱼】=【大泷太郎】；引诱；//预设分级：合格的
蓝寡妇,平钓【漂浮诱饵鱼】@0902-1400》！！！@拍水！！【蓝铃鲑】=【蓝寡妇】；引诱；//预设分级：合格的
审判鳐,平钓【雉鸡拟饵】@1702-2100》！！！@拍水！！【虹鳟鱼】=【审判鳐】；//预设分级：合格的
影纹狗鱼,平钓【漂浮诱饵蛙】@0432-1000（薄雾）》！！！@拍水~11.6+21.6！！【南方狗鱼】=【影纹狗鱼】；引诱；//预设分级：合格的
科内利亚,平钓【火萤】》~22.5！！@拍水【骨舌鱼】=不撒饵、引诱；=》鱼识@平钓【彩虹勺形鱼饵】》！！！@拍水~13+24.5！！【骨舌鱼】=【科内利亚】；引诱；//预设分级：合格的
芳香蝾螈,耐心【摇蚊】@2302-0400（薄雾）》！@拍水【暗塘鳢】》！！！=【芳香蝾螈】；//预设分级：合格的
铜镜,平钓【黄油虫】@（碧空、晴朗）》！！！@拍水！【铜鱼】=【铜镜】；//预设分级：合格的
泥巨蟹兵,平钓【黄油虫】@2102-0300》！！！@拍水！！【仙女鲈】=【泥巨蟹兵】；引诱；//预设分级：合格的
铆钉牡蛎,平钓【重铁板钩】》！！！@拍水~12.5+23！！【虎纹鳕】=【铆钉牡蛎】；引诱；//预设分级：合格的
断指龙虾,平钓【极地磷虾】@1732-1800》！！！@拍水！！【海岩龙虾】=【断指龙虾】；引诱；//预设分级：合格的
肮脏鲱,平钓【极地磷虾】@2002-2200》！！！@拍水！！【海岩龙虾】=【肮脏鲱】；引诱；//预设分级：合格的
海盗猎人,耐心【沙蚕】》！》~18.5！！=》鱼识@耐心【沙蚕】》！》！！+！！！》！！！=【海盗猎人】；//预设分级：合格的
恩登德奇,耐心【蜜虫】@1802-0500（薄雾）》！》！！+！！！》！！+！！！=【恩登德奇】；//预设分级：合格的
吸血鞭,耐心【蜜虫】@（碧空、晴朗、阴云、薄雾）》！》！！！=【吸血鞭】；//预设分级：合格的
梦幻虾虎,平钓【蝲蛄丸子】@1702-0300》！！！@拍水！【骨蝲蛄】=【梦幻虾虎】；//预设分级：合格的
滑溜帝王,平钓【蝲蛄丸子】@1902-2400》！！！@拍水！【幽暗虾虎】=【滑溜帝王】；//预设分级：合格的
垂暮蝲蛄,平钓【血蚯蚓】@1702-2100》！！！精准@拍水！【骨蝲蛄、黄铜泥鳅】=【垂暮蝲蛄】；引诱；//预设分级：合格的
暗骑士,平钓【乌鸦拟饵】@（扬沙、阴云、薄雾）》！！！@拍水！！【暗鲈】=【暗骑士】；引诱；//预设分级：合格的
净髓蜗牛,平钓【花蝇】@2002-0300（小雨、暴雨）》！！！@拍水！！【仙女鲈】=【净髓蜗牛】；引诱；//预设分级：合格的
朝圣泥鱼,平钓【摇蚊】@1702-0700（小雨、暴雨）》！！！@拍水！！【仙女鲈】=【朝圣泥鱼】；引诱；//预设分级：合格的
太阳神杖,平钓【蜜虫】@1732-2000（碧空）》！！！@拍水~13+24！！【纳尔札尔鳗鱼】=【太阳神杖】；引诱；//预设分级：合格的
千年殇,平钓【蛀虫】@（薄雾）》！！！@拍水！！【王家琵琶鱼、盘丽鱼】=【千年殇】；引诱；//预设分级：合格的
虚空之眼,耐心【黄油虫】@（薄雾）》！》！！！=【虚空之眼】；//预设分级：合格的
铁饼,平钓【火萤】@1202-1800（热浪）》！！！@拍水~10.5+20！！【帕戈尔赞盘丽鱼】=【铁饼】；引诱；//预设分级：合格的
铁索,平钓【旋转亮片】@（薄雾）》！！！@拍水~12+21.5！！【暖水鳟】=【铁索】；引诱；//预设分级：合格的
魔毯,耐心【沙蛭】@0802-2000（热浪）》~7.5+15！！》！！！=【魔毯】；//预设分级：合格的
沙海肠虫,耐心【沙蛭】@（热浪）》~7.5+15！！》！！！=【沙海肠虫】；//预设分级：合格的
汉尼拔,耐心【复合亮片】@2202-0400（薄雾）》~10+19！》！！！=【汉尼拔】；//预设分级：合格的
乌兹刀背鱼·天极,耐心【蜜虫】@0102-0320（薄雾）》~7.7+15.3！》！！！=【乌兹刀背鱼·天极】；//预设分级：合格的
枪鼻头,平钓【石蚕】@2102-2400（阴云、薄雾）》！！！精准@拍水！【铜鱼、金鱼、银鱼】=【枪鼻头】；引诱；//预设分级：合格的
圣人标,平钓【雉鸡拟饵】@（暴雪）》！！！@拍水~20！！【绯红鳟】=【圣人标】；//预设分级：合格的
冥河灯,平钓【火萤】@2202-0400》！！！@拍水9+17~！【绿灯球藻】=【冥河灯】；//预设分级：合格的
星光鳟鱼,耐心【石蝇幼虫】@2002-0400（碧空、晴朗）》！》！！！=【星光鳟鱼】；//预设分级：合格的
黎明少女,平钓【雉鸡拟饵】@0502-0700》！！！@拍水！！【樱鳟、绯红鳟】=【黎明少女】；引诱；//预设分级：合格的
一家之母,耐心【残暴水蛭】》！》！！！=【一家之母】；//预设分级：合格的
暗星,平钓【陆行鸟拟饵】@1902-0400（小雪、暴雪）》！双重=5【绿灯球藻】；多提；=》鱼识@耐心【残暴水蛭】@1902-0400（小雪、暴雪）》！》！！！=【暗星】；//预设分级：合格的
蓝尸,平钓【石蚕】@（碧空、晴朗）》！！！精准@拍水~12+21！！【山岳神杜父鱼】=【蓝尸】；引诱；//预设分级：合格的
奇虾,耐心【浮游虫】@1002-1500（碧空、晴朗）》~7.5+14！！》！！！=【奇虾】；//预设分级：合格的
马哈尔,耐心【浮游虫】@（暴雪）》~7.5+14！！》！！！=【马哈尔】；//预设分级：合格的
以太虱,平钓【火萤】@0302-1300（妖雾）》~13+25！！！@拍水！！【北洲鲈】=【以太虱】；引诱；//预设分级：合格的
炼狱火角,平钓【火萤】@（碧空、晴朗）》！！！精准@拍水！【火狱蜗牛】=【炼狱火角】；引诱；//预设分级：合格的
血红龙,耐心【蜜虫】@0432-1130（薄雾）》~7.6+15.2！》！！！=【血红龙】；//预设分级：合格的
虚无鲈,平钓【火萤】@（妖雾）》！！！@拍水！！【北洲鲈】=【虚无鲈】；引诱；//预设分级：合格的
忍斗鱼,耐心【摇蚊】@1802-0900（妖雾）》~9.5+17.5！》！！》！！+！！！=【忍斗鱼】；//预设分级：合格的
加诺,耐心【蜜虫】@0802-1800（妖雾）》~8+15.5！》！》！！！=【加诺】；重随；//预设分级：合格的
3.0,44//预设分级：非预设
沙里贝涅,耐心【土蜘蛛】@0002-0300（暴雪）》！双提@拍水！【阿巴拉提亚公鱼】《《【冰战神】=5【冰战神】；=》鱼识@耐心【土蜘蛛】@0002-0300（暴雪）》！@拍水！【阿巴拉提亚公鱼】【冰战神】》！！！精准=【沙里贝涅】；//预设分级：合格的
云海蝴蝶螺,平钓【金属亮片】》！@拍水！【蛉蝎】=3【夕月天女】；不撒饵；=》阶段@平钓【金属亮片】@0502-0700（碧空）》！@拍水！【夕月天女】=【云海蝴蝶螺】；=》鱼识@平钓【巨型大蚊】@0502-0700（碧空）》！！！精准@拍水！【蛉蝎】=【云海蝴蝶螺】；引诱；《//预设分级：合格的
欧巴宾海蝎,平钓【恶魔蠕虫】@（打雷）》！！双提@拍水！《【白金鱼】=3【欧洛浦肯】；多提、引诱、不撒饵；=》鱼识@耐心【天钢之球】@（打雷）》！》！！！精准=【欧巴宾海蝎】；//预设分级：合格的
莫名熔岩鱼,耐心【金属亮片】》！双提《《【花岗蟹】=5【花岗蟹】；不撒饵；=》阶段@平钓【熔岩蠕虫】@1002-1500（碧空、晴朗）》~23！！@拍水！《【花岗蟹】=3【化石骨舌鱼】；引诱；=》鱼识@耐心【金属亮片】@1002-1500（碧空、晴朗）》！》！！！=【莫名熔岩鱼】；《//预设分级：合格的
铠鱼,耐心【土蜘蛛】@0102-0400（碧空）》！双提@拍水！！【知识神杜父鱼】《《【蝼蛄】=5【蝼蛄】；引诱、不撒饵；=》鱼识@耐心【土蜘蛛】@0102-0400（碧空）》！@拍水！！【知识神杜父鱼】》！！！精准=【铠鱼】；引诱、不撒饵；//预设分级：合格的
兰代勒翼龙,耐心【金属亮片】@0502-0800（强风）》！》~14.5！！双提《【高天鱼】=5【高天鱼】；=》鱼识@耐心【金属亮片】@0502-0800（强风）》！》（！！！）~14.5！！》10+18~！！！=【兰代勒翼龙】；//预设分级：合格的
鼓钱袋,平钓【残暴水蛭】》！！！@拍水！【山地鲀、山峰蟹】=【鼓钱袋】；//预设分级：合格的
吞冰水母,耐心【巨型大蚊】@（暴雪）》！》！+！！！【冰川核】》！+！！！=【吞冰水母】；//预设分级：合格的
核爆鱼,耐心【土蜘蛛】@1002-1800（暴雪）》！【冰战神】》！！！=【核爆鱼】；//预设分级：合格的
大祭司鱼,平钓【残暴水蛭】@1002-1400（碧空）》！！！@拍水！！【祭司鱼】=【大祭司鱼】；引诱；//预设分级：合格的
雪人杀手,平钓【残暴水蛭】》！！！精准@拍水10+20~！【温泉胆】=【雪人杀手】；钓组、引诱；//预设分级：合格的
尼摩船长,平钓【残暴水蛭】@（暴雪）》！！！@拍水！！！【妖祸克拉肯】=【尼摩船长】；引诱；//预设分级：合格的
拉·雷亚尔,平钓【残暴水蛭】》10+20~！！！@拍水！！【利齿蛤蜊】=【拉·雷亚尔】；引诱；//预设分级：最优化
冰之巫女,耐心【石蚕】@（暴雪）》！》！！！=【冰之巫女】；//预设分级：有效的
水墨鱼,平钓【残暴水蛭】@1402-1600》！！！@拍水！！【凸眼金鱼】=【水墨鱼】；引诱；//预设分级：最优化
猴面雀杀手,耐心【叶片钓钩】@0802-1200》！》！！！=【猴面雀杀手】；引诱；//预设分级：合格的
卷层云魟,平钓【巨型大蚊】@1002-1300（晴朗、碧空）》！！！@拍水！！【棉云魟】=【卷层云魟】；引诱；//预设分级：有效的
卷风鲨,平钓【巨型大蚊】@（微风）》！！！@拍水！！【飞翼鲂】=【卷风鲨】；引诱；//预设分级：有效的
姥鲨,耐心【红气球虫】@（碧空）》！【夕月天女】》！！！=【姥鲨】；//预设分级：合格的
进化型亚拉戈高位钢盔鲎,耐心【恶魔蠕虫】》！》！！！=【进化型亚拉戈高位钢盔鲎】；引诱；//预设分级：合格的
魔科学物质666,耐心【天钢之球】》！》！！！精准=【魔科学物质666】；引诱；//预设分级：合格的
赛缇,平钓【恶魔蠕虫】@1702-2200（打雷）》！！！精准@拍水！【白金鱼】=【赛缇】；引诱；//预设分级：合格的
无光层巨骨舌鱼,耐心【土蜘蛛】@2102-0200（阴云）》！》！！！=【无光层巨骨舌鱼】；//预设分级：合格的
百目螈,耐心【土蜘蛛】@0602-1000》！》！！！精准=【百目螈】；//预设分级：有效的
水晶飞鸽,耐心【红气球虫】@（打雷）》！》~14.5！！》！！！=【水晶飞鸽】；引诱、不撒饵；//预设分级：合格的
亚拉戈剑鲨,耐心【天钢之球】@（打雷）》！》！！！=【亚拉戈剑鲨】；//预设分级：合格的
龙鳞撕裂者,平钓【残暴水蛭】@（扬沙、阴云、薄雾）》！！！@拍水！！【暗影须】=【龙鳞撕裂者】；引诱；//预设分级：合格的
叉舌鱼,平钓【残暴水蛭】@1202-1600（碧空）》！！！@拍水！！【三唇鲤】=【叉舌鱼】；引诱；//预设分级：有效的
噩梦之种,平钓【残暴水蛭】@2202-0200（扬沙、阴云、薄雾）》！！！@拍水！！【多鳍鱼】=【噩梦之种】；引诱；//预设分级：有效的
雷鳞蝾螈,耐心【石蝇幼虫】@0602-0800（打雷）》！》！！！=【雷鳞蝾螈】；//预设分级：合格的
巨陨龟,大鱼【金属亮片】》！》！！！=【巨陨龟】；引诱；//预设分级：合格的
圣龙泪,平钓【熔岩蠕虫】@0202-0600》！！！@拍水！【花岗蟹】=【圣龙泪】；//预设分级：有效的
里德尔,耐心【熔岩蠕虫】@0802-1600（碧空）》！》！！！=【里德尔】；//预设分级：有效的
熔岩帝王,耐心【熔岩蠕虫】@0802-1600（晴朗、碧空）》！》！！！=【熔岩帝王】；//预设分级：有效的
水瓶王,大鱼【叶片钓钩】》~9+17.5！！》20~！！！=【水瓶王】；引诱；//预设分级：合格的
蝴蝶夫人,耐心【土蜘蛛】@2102-0200（碧空）》~6.5+11.5！【蝼蛄】》！！！=【蝴蝶夫人】；//预设分级：有效的
能言者,耐心【土蜘蛛】@（暴雨）》！》！！！=【能言者】；//预设分级：有效的
万事通鲈,耐心【哥布林钓钩】@0202-0600（暴雨）》~8.8+16.3！！【香鱼】》！！+！！！=【万事通鲈】；套娃；//预设分级：有效的
维德弗尼尔,平钓【残暴水蛭】@0802-1000》！！！@拍水！！【白丽鱼】=【维德弗尼尔】；引诱；//预设分级：最优化
莫古尔古球球,平钓【残暴水蛭】@1002-1300》！！！@拍水！【莫古球球】=【莫古尔古球球】；//预设分级：有效的
千鳍,平钓【残暴水蛭】@（强风）》！！！@拍水！！【百鳍】=【千鳍】；引诱；//预设分级：合格的
拉塔托斯克之魂,平钓【巨型大蚊】@0402-0600（碧空、晴朗）》！！！精准@拍水！【龙魂】=【拉塔托斯克之魂】；引诱；//预设分级：有效的
双型齿翼龙,耐心【巨型大蚊】@（强风）》！！》19~！！！=【双型齿翼龙】；//预设分级：合格的
风暴血骑士,平钓【巨型大蚊】@（强风）》~8+13！！！@拍水！！！【风暴骑士】=【风暴血骑士】；重随；//预设分级：有效的
4.0,47//预设分级：非预设
异刺鲨,大鱼【嗡嗡石蝇】@1602-2000》！！！@拍水！！【头铁鳟】=1【硬头鳟】；引诱、收藏品、不收集；=》阶段@大鱼【嗡嗡石蝇】@1602-2000》！！！@拍水！！【头铁鳟】》！！！=【异刺鲨】；引诱；《//预设分级：合格的
