空天姬预设,9.1475.202510110438
抽须王,大鱼【单环刺螠|2596】@0402-0600（碧空|1、晴朗|2）》！》！！！=【抽须王|7917】；引诱；//预设分级：合格的
招雨王,平钓【蛀虫|2601】@1702-0200（小雪|15、小雨|7）》！！！@拍水~7.5+14！！【求雨鱼|4905】=【招雨王|7713】；引诱；//预设分级：合格的
酿血鱼,平钓【蝲蛄丸子|2588】》！！！@拍水！！【白妙鲤|4936】=【酿血鱼|7696】；引诱；//预设分级：合格的
圣母鲤,平钓【血蚯蚓|2590】@1502-2100》！！！@拍水！！【白妙鲤|4936】=【圣母鲤|7708】；引诱；//预设分级：合格的
倔强鲫鱼,平钓【乌鸦拟饵|2614】@0902-1400（阴云|3、薄雾|4）》！！！精准@拍水！【沟鲫鱼|4947】=【倔强鲫鱼|7701】；引诱；//预设分级：合格的
外科医生,耐心【蛾蛹|2586】》！》！！！=【外科医生|7705】；//预设分级：合格的
人面鲤,平钓【黄油虫|2594】@2102-0300（小雨|7）》！！！@拍水！！【三色鲤|4951】=【人面鲤|7700】；引诱；//预设分级：合格的
雷神光,平钓【花蝇|2597】@1802-2300》！！！精准@拍水！【硬毛蟹|4974】=【雷神光|7920】；引诱；//预设分级：合格的
绿小丑,平钓【蜜虫|2599】@1802-2100》！！！@拍水！！【樱鳟|4976】=【绿小丑|7934】；引诱；//预设分级：合格的
血浴,耐心【蜜虫|2599】@（打雷|9）》！》！！！=【血浴|7935】；//预设分级：合格的
暗兵鳢,耐心【蛾蛹|2586】@2102-0300》！》！！！=【暗兵鳢|7694】；//预设分级：合格的
莫尔巴,耐心【摇蚊|2592】@1802-0200》！》！！！=【莫尔巴|7683】；//预设分级：合格的
终结者,平钓【黄油虫|2594】@2102-2300》！！！@拍水！！【三色鲤|4951】=【终结者|7907】；引诱；//预设分级：合格的
妖祸鱼,耐心【黄油虫|2594】@（小雨|7）》！》！！！=【妖祸鱼|7912】；//预设分级：合格的
魔幻蘑菇蟹,耐心【旋转亮片|2620】@（阴云|3、薄雾|4）》~10+19！》！！！=【魔幻蘑菇蟹|8773】；//预设分级：合格的
大蛇鳗,平钓【黄油虫|2594】@1802-1900》！！！@拍水20~！！【黑鳗|4958】=【大蛇鳗|7908】；引诱；//预设分级：合格的
浮游石,平钓【鲈鱼丸子|2595】@0002-0800（阴云|3、薄雾|4）》！！！@拍水！！【黑鳗|4958】=【浮游石|7913】；//预设分级：合格的
露齿鲤,平钓【花蝇|2597】》！！！@拍水！！【仙女鲈|4943、虹鳟鱼|4940】=【露齿鲤|7914】；引诱；//预设分级：合格的
沉川鲑,平钓【下沉诱饵鱼|2617】@2132-0300（碧空|1、晴朗|2）》！！！@拍水！！【威罗迪纳鲤鱼|4982、宇格拉姆鲑鱼|4967】=【沉川鲑|7921】；引诱；//预设分级：合格的
刺鱼教父,耐心【蜜虫|2599】@（雷雨|10、打雷|9）》！【银鱼|4978】》！！！=【刺鱼教父|7922】；//预设分级：合格的
雷皇子,平钓【石蚕|2607】@（雷雨|10）》！！！@拍水！！【雷神鱼|5023】=【雷皇子|7936】；引诱；//预设分级：合格的
大泷太郎,平钓【火萤|2603】@（雷雨|10、打雷|9）》！！！@拍水~12+22！！【争斗琵琶鱼|5008】=【大泷太郎|8774】；引诱；//预设分级：合格的
蓝寡妇,平钓【漂浮诱饵鱼|2611】@0902-1400》！！！@拍水！！【蓝铃鲑|4949】=【蓝寡妇|7699】；引诱；//预设分级：合格的
审判鳐,平钓【雉鸡拟饵|2623】@1702-2100》！！！@拍水！！【虹鳟鱼|4940】=【审判鳐|7695】；//预设分级：合格的
影纹狗鱼,平钓【漂浮诱饵蛙|2624】@0432-1000（薄雾|4）》！！！@拍水~11.6+21.6！！【南方狗鱼|4996】=【影纹狗鱼|7947】；引诱；//预设分级：合格的
科内利亚,平钓【火萤|2603】》~22.5！！@拍水【骨舌鱼|4973】=不撒饵、引诱；@鱼识=》平钓【彩虹勺形鱼饵|2625】》！！！@拍水~13+24.5！！【骨舌鱼|4973】=【科内利亚|8760】；引诱；//预设分级：合格的
芳香蝾螈,耐心【摇蚊|2592】@2302-0400（薄雾|4）》！@拍水【暗塘鳢|4945】》！！！=【芳香蝾螈|7923】；//预设分级：合格的
铜镜,平钓【黄油虫|2594】@（碧空|1、晴朗|2）》！！！@拍水！【铜鱼|4948】=【铜镜|7714】；//预设分级：合格的
泥巨蟹兵,平钓【黄油虫|2594】@2102-0300》！！！@拍水！！【仙女鲈|4943】=【泥巨蟹兵|7706】；引诱；//预设分级：合格的
铆钉牡蛎,平钓【重铁板钩|2619】》！！！@拍水~12.5+23！！【虎纹鳕|4879】=【铆钉牡蛎|7711】；引诱；//预设分级：合格的
断指龙虾,平钓【极地磷虾|2606】@1732-1800》！！！@拍水！！【海岩龙虾|4911】=【断指龙虾|7906】；引诱；//预设分级：合格的
肮脏鲱,平钓【极地磷虾|2606】@2002-2200》！！！@拍水！！【海岩龙虾|4911】=【肮脏鲱|7910】；引诱；//预设分级：合格的
海盗猎人,耐心【沙蚕|2585】》！》~18.5！！@鱼识=》耐心【沙蚕|2585】》！》！！+！！！》！！！=【海盗猎人|8764】；//预设分级：合格的
恩登德奇,耐心【蜜虫|2599】@1802-0500（薄雾|4）》！》！！+！！！》！！+！！！=【恩登德奇|8765】；//预设分级：合格的
吸血鞭,耐心【蜜虫|2599】@（碧空|1、晴朗|2、阴云|3、薄雾|4）》！》！！！=【吸血鞭|8766】；//预设分级：合格的
梦幻虾虎,平钓【蝲蛄丸子|2588】@1702-0300》！！！@拍水！【骨蝲蛄|4929】=【梦幻虾虎|7692】；//预设分级：合格的
滑溜帝王,平钓【蝲蛄丸子|2588】@1902-2400》！！！@拍水！【幽暗虾虎|4931】=【滑溜帝王|7698】；//预设分级：合格的
垂暮蝲蛄,平钓【血蚯蚓|2590】@1702-2100》！！！精准@拍水！【骨蝲蛄|4929、黄铜泥鳅|4935】=【垂暮蝲蛄|7703】；引诱；//预设分级：合格的
暗骑士,平钓【乌鸦拟饵|2614】@（扬沙|11、阴云|3、薄雾|4）》！！！@拍水！！【暗鲈|4959】=【暗骑士|7689】；引诱；//预设分级：合格的
净髓蜗牛,平钓【花蝇|2597】@2002-0300（小雨|7、暴雨|8）》！！！@拍水！！【仙女鲈|4943】=【净髓蜗牛|7704】；引诱；//预设分级：合格的
朝圣泥鱼,平钓【摇蚊|2592】@1702-0700（小雨|7、暴雨|8）》！！！@拍水！！【仙女鲈|4943】=【朝圣泥鱼|7702】；引诱；//预设分级：合格的
太阳神杖,平钓【蜜虫|2599】@1732-2000（碧空|1）》！！！@拍水~13+24！！【纳尔札尔鳗鱼|4985】=【太阳神杖|7918】；引诱；//预设分级：合格的
千年殇,平钓【蛀虫|2601】@（薄雾|4）》！！！@拍水！！【王家琵琶鱼|4990、盘丽鱼|4987】=【千年殇|7942】；引诱；//预设分级：合格的
虚空之眼,耐心【黄油虫|2594】@（薄雾|4）》！》！！！=【虚空之眼|7911】；//预设分级：合格的
铁饼,平钓【火萤|2603】@1202-1800（热浪|14）》！！！@拍水~10.5+20！！【帕戈尔赞盘丽鱼|5007】=【铁饼|7928】；引诱；//预设分级：合格的
铁索,平钓【旋转亮片|2620】@（薄雾|4）》！！！@拍水~12+21.5！！【暖水鳟|4955】=【铁索|7929】；引诱；//预设分级：合格的
魔毯,耐心【沙蛭|2600】@0802-2000（热浪|14）》~7.5+15！！》！！！=【魔毯|7931】；//预设分级：合格的
沙海肠虫,耐心【沙蛭|2600】@（热浪|14）》~7.5+15！！》！！！=【沙海肠虫|7930】；//预设分级：合格的
汉尼拔,耐心【复合亮片|2626】@2202-0400（薄雾|4）》~10+19！》！！！=【汉尼拔|7943】；//预设分级：合格的
乌兹刀背鱼·天极,耐心【蜜虫|2599】@0102-0320（薄雾|4）》~7.7+15.3！》！！！=【乌兹刀背鱼·天极|8767】；//预设分级：合格的
枪鼻头,平钓【石蚕|2607】@2102-2400（阴云|3、薄雾|4）》！！！精准@拍水！【铜鱼|4948、金鱼|5011、银鱼|4978】=【枪鼻头|7919】；引诱；//预设分级：合格的
圣人标,平钓【雉鸡拟饵|2623】@（暴雪|16）》！！！@拍水~20！！【绯红鳟|4986】=【圣人标|7932】；//预设分级：合格的
冥河灯,平钓【火萤|2603】@2202-0400》！！！@拍水9+17~！【绿灯球藻|5544】=【冥河灯|7933】；//预设分级：合格的
星光鳟鱼,耐心【石蝇幼虫|12704】@2002-0400（碧空|1、晴朗|2）》！》！！！=【星光鳟鱼|7945】；//预设分级：合格的
黎明少女,平钓【雉鸡拟饵|2623】@0502-0700》！！！@拍水！！【樱鳟|4976、绯红鳟|4986】=【黎明少女|7944】；引诱；//预设分级：合格的
一家之母,耐心【残暴水蛭|12711】》！》！！！=【一家之母|7946】；//预设分级：合格的
暗星,平钓【陆行鸟拟饵|2610】@1902-0400（小雪|15、暴雪|16）》！双重=5【绿灯球藻|5544】；多提；@鱼识=》耐心【残暴水蛭|12711】@1902-0400（小雪|15、暴雪|16）》！》！！！=【暗星|8769】；//预设分级：合格的
蓝尸,平钓【石蚕|2607】@（碧空|1、晴朗|2）》！！！精准@拍水~12+21！！【山岳神杜父鱼|5013】=【蓝尸|8770】；引诱；//预设分级：合格的
奇虾,耐心【浮游虫|2605】@1002-1500（碧空|1、晴朗|2）》~7.5+14！！》！！！=【奇虾|7949】；//预设分级：合格的
马哈尔,耐心【浮游虫|2605】@（暴雪|16）》~7.5+14！！》！！！=【马哈尔|8771】；//预设分级：合格的
以太虱,平钓【火萤|2603】@0302-1300（妖雾|17）》~13+25！！！@拍水！！【北洲鲈|5006】=【以太虱|7951】；引诱；//预设分级：合格的
炼狱火角,平钓【火萤|2603】@（碧空|1、晴朗|2）》！！！精准@拍水！【火狱蜗牛|4989】=【炼狱火角|8758】；引诱；//预设分级：合格的
血红龙,耐心【蜜虫|2599】@0432-1130（薄雾|4）》~7.6+15.2！》！！！=【血红龙|8776】；//预设分级：合格的
虚无鲈,平钓【火萤|2603】@（妖雾|17）》！！！@拍水！！【北洲鲈|5006】=【虚无鲈|8759】；引诱；//预设分级：合格的
忍斗鱼,耐心【摇蚊|2592】@1802-0900（妖雾|17）》~9.5+17.5！》！！》！！+！！！=【忍斗鱼|8761】；//预设分级：合格的
加诺,耐心【蜜虫|2599】@0802-1800（妖雾|17）》~8+15.5！》！》！！！=【加诺|8762】；重随；//预设分级：合格的
3.0,44//预设分级：非预设
沙里贝涅,耐心【土蜘蛛|12705】@0002-0300（暴雪|16）》！双提@拍水！【阿巴拉提亚公鱼|4937】《【冰战神|12715】=5【冰战神|12715】；@鱼识=》耐心【土蜘蛛|12705】@0002-0300（暴雪|16）》！@拍水！【阿巴拉提亚公鱼|4937】【冰战神|12715】》！！！精准=【沙里贝涅|17592】；//预设分级：合格的
云海蝴蝶螺,平钓【金属亮片|28634】》！@拍水！【蛉蝎|12810】=3【夕月天女|12753】；不撒饵；@阶段=》平钓【金属亮片|28634】@0502-0700（碧空|1）》！@拍水！【夕月天女|12753】=【云海蝴蝶螺|17591】；@鱼识=》平钓【巨型大蚊|12712】@0502-0700（碧空|1）》！！！精准@拍水！【蛉蝎|12810】=【云海蝴蝶螺|17591】；引诱；《=//预设分级：合格的
欧巴宾海蝎,平钓【恶魔蠕虫|12710】@（打雷|9）》！！双提@拍水！《【白金鱼|12776】=3【欧洛浦肯|13727】；多提、引诱、不撒饵；@鱼识=》耐心【天钢之球|30136】@（打雷|9）》！》！！！精准=【欧巴宾海蝎|17589】；//预设分级：合格的
莫名熔岩鱼,耐心【金属亮片|28634】》！双提《【花岗蟹|12754】=5【花岗蟹|12754】；不撒饵；@阶段=》平钓【熔岩蠕虫|12709】@1002-1500（碧空|1、晴朗|2）》~23！！@拍水！《【花岗蟹|12754】=3【化石骨舌鱼|12800】；引诱；@鱼识=》耐心【金属亮片|28634】@1002-1500（碧空|1、晴朗|2）》！》！！！=【莫名熔岩鱼|17588】；《=//预设分级：合格的
铠鱼,耐心【土蜘蛛|12705】@0102-0400（碧空|1）》！双提@拍水！！【知识神杜父鱼|12747】《【蝼蛄|12757】=5【蝼蛄|12757】；引诱、不撒饵；@鱼识=》耐心【土蜘蛛|12705】@0102-0400（碧空|1）》！@拍水！！【知识神杜父鱼|12747】》！！！精准=【铠鱼|17590】；引诱、不撒饵；//预设分级：合格的
兰代勒翼龙,耐心【金属亮片|28634】@0502-0800（强风|6）》！》~14.5！！双提《【高天鱼|12805】=5【高天鱼|12805】；@鱼识=》耐心【金属亮片|28634】@0502-0800（强风|6）》！》（！！！）~14.5！！》10+18~！！！=【兰代勒翼龙|17593】；//预设分级：合格的
鼓钱袋,平钓【残暴水蛭|12711】》！！！@拍水！【山地鲀|12762、山峰蟹|12718】=【鼓钱袋|15626】；//预设分级：合格的
吞冰水母,耐心【巨型大蚊|12712】@（暴雪|16）》！》！+！！！【冰川核|12724】》！+！！！=【吞冰水母|16745】；//预设分级：合格的
核爆鱼,耐心【土蜘蛛|12705】@1002-1800（暴雪|16）》！【冰战神|12715】》！！！=【核爆鱼|16746】；//预设分级：合格的
大祭司鱼,平钓【残暴水蛭|12711】@1002-1400（碧空|1）》！！！@拍水！！【祭司鱼|14216】=【大祭司鱼|17577】；引诱；//预设分级：合格的
雪人杀手,平钓【残暴水蛭|12711】》！！！精准@拍水10+20~！【温泉胆|12823】=【雪人杀手|15627】；钓组、引诱；//预设分级：合格的
尼摩船长,平钓【残暴水蛭|12711】@（暴雪|16）》！！！@拍水！！！【妖祸克拉肯|14219】=【尼摩船长|17578】；引诱；//预设分级：合格的
拉·雷亚尔,平钓【残暴水蛭|12711】》10+20~！！！@拍水！！【利齿蛤蜊|12719】=【拉·雷亚尔|15628】；引诱；//预设分级：最优化
冰之巫女,耐心【石蚕|2607】@（暴雪|16）》！》！！！=【冰之巫女|16756】；//预设分级：有效的
水墨鱼,平钓【残暴水蛭|12711】@1402-1600》！！！@拍水！！【凸眼金鱼|12739】=【水墨鱼|15635】；引诱；//预设分级：最优化
猴面雀杀手,耐心【叶片钓钩|12707】@0802-1200》！》！！！=【猴面雀杀手|17579】；引诱；//预设分级：合格的
卷层云魟,平钓【巨型大蚊|12712】@1002-1300（晴朗|2、碧空|1）》！！！@拍水！！【棉云魟|14213】=【卷层云魟|16750】；引诱；//预设分级：有效的
卷风鲨,平钓【巨型大蚊|12712】@（微风|5）》！！！@拍水！！【飞翼鲂|12822】=【卷风鲨|15636】；引诱；//预设分级：有效的
姥鲨,耐心【红气球虫|12708】@（碧空|1）》！【夕月天女|12753】》！！！=【姥鲨|16743】；//预设分级：合格的
进化型亚拉戈高位钢盔鲎,耐心【恶魔蠕虫|12710】》！》！！！=【进化型亚拉戈高位钢盔鲎|15637】；引诱；//预设分级：合格的
魔科学物质666,耐心【天钢之球|30136】》！》！！！精准=【魔科学物质666|16752】；引诱；//预设分级：合格的
赛缇,平钓【恶魔蠕虫|12710】@1702-2200（打雷|9）》！！！精准@拍水！【白金鱼|12776】=【赛缇|17580】；引诱；//预设分级：合格的
无光层巨骨舌鱼,耐心【土蜘蛛|12705】@2102-0200（阴云|3）》！》！！！=【无光层巨骨舌鱼|15638】；//预设分级：合格的
百目螈,耐心【土蜘蛛|12705】@0602-1000》！》！！！精准=【百目螈|16753】；//预设分级：有效的
水晶飞鸽,耐心【红气球虫|12708】@（打雷|9）》！》~14.5！！》！！！=【水晶飞鸽|17581】；引诱、不撒饵；//预设分级：合格的
亚拉戈剑鲨,耐心【天钢之球|30136】@（打雷|9）》！》！！！=【亚拉戈剑鲨|16744】；//预设分级：合格的
